student_id,question_difficulty,topic_id,is_correct,response_time,hesitation_count,tab_switches,confidence_level,timestamp
synthetic_student_0,-1.363446382321603,5,True,20.59,0,0,0.85,2025-11-17 22:41:40.343429
synthetic_student_0,1.1723234024445852,6,False,31.34,0,0,0.31,2025-11-03 22:41:40.343629
synthetic_student_0,1.3253450246777856,4,True,30.6,0,0,0.89,2026-01-08 22:41:40.343660
synthetic_student_0,-1.1836266692893167,2,False,32.96,0,0,0.61,2025-12-01 22:41:40.343684
synthetic_student_0,0.197065689150961,4,True,30.5,1,0,0.82,2025-12-26 22:41:40.343704
synthetic_student_0,-1.9571516215973674,7,True,22.09,0,0,0.73,2025-11-09 22:41:40.343723
synthetic_student_0,0.5921459749688127,4,True,33.56,0,0,0.74,2025-10-22 22:41:40.343741
synthetic_student_0,-1.8203673971636158,4,True,17.04,0,0,0.78,2025-11-27 22:41:40.343758
synthetic_student_0,-1.31657154935318,8,True,25.71,0,0,0.83,2026-01-03 22:41:40.343777
synthetic_student_0,1.975454940263071,7,False,39.2,0,0,0.55,2025-11-10 22:41:40.343795
synthetic_student_0,0.1384265657283632,5,False,30.74,0,0,0.34,2025-12-24 22:41:40.343814
synthetic_student_0,0.8413053274204105,8,True,24.44,0,0,0.87,2025-11-14 22:41:40.343832
synthetic_student_0,-0.07230931976255883,5,False,27.03,0,0,0.66,2025-12-06 22:41:40.343850
synthetic_student_0,1.2179334648684703,1,False,30.37,0,0,0.66,2025-12-05 22:41:40.343868
synthetic_student_0,-0.8321683723541962,5,True,32.92,0,0,0.72,2026-01-15 22:41:40.343886
synthetic_student_0,0.8377218273184202,5,False,28.44,1,0,0.31,2025-11-12 22:41:40.343905
synthetic_student_0,-1.8896118729996796,4,True,17.41,0,0,1.0,2025-11-01 22:41:40.343926
synthetic_student_0,1.2999205927303046,3,False,32.68,2,0,0.5,2025-10-28 22:41:40.343944
synthetic_student_0,0.7065410165613977,3,False,30.46,0,0,0.51,2025-11-01 22:41:40.343961
synthetic_student_0,-0.6730842947829121,7,False,20.49,1,0,0.48,2025-11-13 22:41:40.343979
synthetic_student_0,-1.785674507714809,7,True,23.06,0,0,0.75,2025-11-27 22:41:40.343997
synthetic_student_0,-1.4142813759511466,9,True,15.63,0,0,0.7,2025-12-01 22:41:40.344014
synthetic_student_0,0.8111605523004841,6,True,29.4,2,0,0.79,2025-11-17 22:41:40.344034
synthetic_student_0,-1.8971687553729253,4,True,26.71,0,0,0.81,2026-01-04 22:41:40.344052
synthetic_student_0,-0.4150948257660918,5,False,23.03,0,0,0.31,2025-11-23 22:41:40.344070
synthetic_student_0,0.8565873281401091,2,True,31.67,0,0,0.71,2026-01-11 22:41:40.344089
synthetic_student_0,1.764722370190316,7,False,38.54,0,0,0.62,2025-11-14 22:41:40.344109
synthetic_student_0,-1.0157771091879986,6,True,19.45,1,0,0.83,2025-10-23 22:41:40.344127
synthetic_student_0,-0.1914617798608944,8,False,35.72,0,0,0.7,2025-11-24 22:41:40.344145
synthetic_student_0,0.8248727501007576,2,True,32.73,1,0,0.73,2026-01-06 22:41:40.344162
synthetic_student_0,-0.1686042798586307,6,False,23.7,1,0,0.66,2025-11-04 22:41:40.344182
synthetic_student_0,-1.310482390167142,8,False,24.16,0,0,0.51,2025-10-27 22:41:40.344199
synthetic_student_0,-0.5727876430415684,6,True,20.85,0,0,0.87,2025-11-13 22:41:40.344216
synthetic_student_0,0.9382181211649172,5,False,27.45,0,0,0.69,2025-12-05 22:41:40.344234
synthetic_student_0,-1.3599323337759497,6,True,28.12,0,0,0.9,2025-12-18 22:41:40.344252
synthetic_student_0,1.71799154877377,9,False,31.21,0,0,0.7,2025-11-27 22:41:40.344269
synthetic_student_0,-1.9588119094807812,3,True,21.73,0,0,0.7,2025-12-03 22:41:40.344286
synthetic_student_0,0.05468011276305429,9,True,22.54,1,0,0.78,2026-01-18 22:41:40.344303
synthetic_student_0,-1.4552429201134758,2,False,16.05,0,0,0.46,2025-12-25 22:41:40.344320
synthetic_student_0,0.3728130063064623,4,True,24.67,0,0,0.97,2025-11-29 22:41:40.344338
synthetic_student_0,-0.5401802955808206,1,False,24.57,0,0,0.49,2025-12-07 22:41:40.344355
synthetic_student_0,1.7725400190532317,9,False,32.13,0,0,0.35,2025-11-09 22:41:40.344375
synthetic_student_0,-1.414805159839553,5,True,25.93,0,0,0.97,2025-10-21 22:41:40.344393
synthetic_student_0,-0.2750393552029795,5,False,30.89,0,0,0.57,2026-01-06 22:41:40.344411
synthetic_student_0,-1.3986916961413072,9,True,27.65,0,1,0.98,2025-10-25 22:41:40.344428
synthetic_student_0,-1.824992639988499,10,True,16.14,0,0,0.79,2025-12-04 22:41:40.344446
synthetic_student_0,1.5372538316507383,10,False,34.61,1,0,0.51,2025-11-23 22:41:40.344463
synthetic_student_0,-0.24905656824456912,10,True,28.07,0,0,0.96,2025-12-05 22:41:40.344481
synthetic_student_0,1.1040787653158906,7,True,22.44,1,0,0.93,2025-10-26 22:41:40.344499
synthetic_student_0,0.8228986158891884,10,True,22.07,0,0,0.79,2025-11-25 22:41:40.344517
synthetic_student_0,0.20602776835191872,8,False,36.22,0,0,0.54,2025-11-19 22:41:40.344534
synthetic_student_0,0.15732906000720392,7,False,19.27,1,0,0.6,2025-12-24 22:41:40.344552
synthetic_student_0,-1.2991450166203937,5,True,25.92,0,0,0.77,2026-01-01 22:41:40.344570
synthetic_student_0,1.5579848811630082,2,False,29.38,0,0,0.65,2025-11-07 22:41:40.344589
synthetic_student_0,-1.3061517082915461,1,True,28.18,0,0,0.74,2025-12-31 22:41:40.344610
synthetic_student_0,1.0892002839120116,6,False,39.84,0,0,0.37,2025-11-30 22:41:40.344628
synthetic_student_0,-0.6244264628155882,9,True,20.17,1,0,0.87,2025-12-08 22:41:40.344646
synthetic_student_0,0.8410036756280515,2,True,39.38,0,0,0.72,2025-11-18 22:41:40.344663
synthetic_student_0,0.30360180672031545,3,True,35.16,0,0,0.92,2025-12-03 22:41:40.344680
synthetic_student_0,-0.7190802360170974,4,True,19.01,0,0,0.98,2025-12-29 22:41:40.344698
synthetic_student_0,-1.4646546809541312,2,True,23.68,0,0,0.99,2025-11-12 22:41:40.344716
synthetic_student_0,1.8237459369794728,3,False,40.65,0,0,0.5,2025-12-16 22:41:40.344735
synthetic_student_0,0.5133666114174642,10,True,29.9,2,0,0.75,2025-12-29 22:41:40.344753
synthetic_student_0,1.9499432540684194,1,False,33.44,1,0,0.34,2025-10-31 22:41:40.344772
synthetic_student_0,1.8711262111283578,5,False,39.81,1,0,0.49,2025-11-23 22:41:40.344792
synthetic_student_0,-0.10688460463356808,4,True,34.82,1,0,0.83,2025-12-05 22:41:40.344809
synthetic_student_0,0.7013857905512304,10,True,29.92,0,1,0.84,2025-10-26 22:41:40.344826
synthetic_student_0,0.312240631146131,1,True,23.8,2,0,0.91,2025-11-03 22:41:40.344841
synthetic_student_0,-1.0571238640577811,5,True,22.5,2,0,0.81,2025-12-21 22:41:40.344858
synthetic_student_0,0.8282958820315462,5,True,27.51,0,0,0.86,2025-11-15 22:41:40.344874
synthetic_student_0,1.8067992451908363,8,False,36.23,1,0,0.38,2026-01-19 22:41:40.344890
synthetic_student_0,0.5029832291968055,5,True,27.74,2,0,0.99,2025-12-10 22:41:40.344907
synthetic_student_0,1.4375910993738779,9,False,29.93,0,0,0.66,2025-11-06 22:41:40.344926
synthetic_student_0,-0.7204815388430559,10,True,25.45,0,0,0.72,2025-11-03 22:41:40.344944
synthetic_student_0,-1.8261255494900546,9,True,19.31,0,0,0.92,2025-10-24 22:41:40.344960
synthetic_student_0,1.507729058965039,10,False,26.83,1,0,0.45,2025-11-29 22:41:40.344977
synthetic_student_0,0.5305998543151746,4,False,22.12,1,0,0.6,2025-10-23 22:41:40.344998
synthetic_student_0,-0.4491622489672844,4,True,10.63,0,1,0.92,2025-11-18 22:41:40.345014
synthetic_student_0,0.7941351990213894,8,False,31.44,1,0,0.65,2025-11-17 22:41:40.345031
synthetic_student_0,1.253248157578585,2,False,31.68,1,0,0.51,2025-11-12 22:41:40.345047
synthetic_student_0,-1.5696413693188043,2,True,31.3,0,0,0.88,2025-12-10 22:41:40.345066
synthetic_student_0,1.02788335306274,5,True,36.8,0,0,0.87,2025-11-12 22:41:40.345083
synthetic_student_0,0.8079526281514822,8,False,20.8,0,1,0.36,2025-12-12 22:41:40.345099
synthetic_student_0,1.942546935411237,9,False,34.47,0,0,0.36,2025-12-19 22:41:40.345116
synthetic_student_0,0.6735854720938943,1,True,27.09,0,0,0.75,2026-01-04 22:41:40.345132
synthetic_student_0,1.2637844483418408,9,True,33.12,2,0,0.99,2025-12-11 22:41:40.345149
synthetic_student_0,0.0815347694654438,4,True,34.1,0,0,0.92,2025-12-27 22:41:40.345165
synthetic_student_0,-0.002449670790927172,6,True,22.07,1,0,0.97,2025-12-16 22:41:40.345183
synthetic_student_0,1.2501459783178115,5,False,29.08,0,0,0.65,2025-11-08 22:41:40.345199
synthetic_student_0,-1.4462305812694365,1,True,22.44,1,0,0.87,2025-11-01 22:41:40.345216
synthetic_student_0,-1.4431798614841997,5,False,20.55,0,0,0.67,2025-12-09 22:41:40.345235
synthetic_student_0,0.024088467557039195,6,False,27.18,0,0,0.43,2025-12-29 22:41:40.345252
synthetic_student_0,0.18616298121512598,4,True,37.68,1,0,0.91,2025-12-25 22:41:40.345270
synthetic_student_0,-0.6387824374637212,8,True,31.11,0,0,0.87,2026-01-14 22:41:40.345286
synthetic_student_0,-0.643220058080693,6,True,21.05,0,0,0.74,2025-11-30 22:41:40.345303
synthetic_student_0,-1.9356404590289413,5,True,18.83,0,0,0.73,2025-10-27 22:41:40.345339
synthetic_student_0,1.8772931064752485,2,True,29.35,2,0,0.75,2025-11-01 22:41:40.345358
synthetic_student_0,-0.6923694771443967,3,True,27.96,1,0,0.84,2025-11-16 22:41:40.345374
synthetic_student_0,-0.14364719912568846,6,True,28.29,1,0,0.97,2025-10-25 22:41:40.345391
synthetic_student_1,0.012040130608935495,8,False,30.2,0,0,0.57,2025-12-09 22:41:40.345413
synthetic_student_1,-0.3477787241743515,8,True,40.73,0,0,0.81,2025-11-05 22:41:40.345432
synthetic_student_1,-0.2533231806007832,8,False,33.15,1,0,0.65,2025-11-04 22:41:40.345450
synthetic_student_1,-0.10322626471923524,7,False,26.17,1,0,0.34,2025-12-14 22:41:40.345467
synthetic_student_1,-0.1065304966456142,6,False,30.16,0,0,0.43,2025-11-22 22:41:40.345483
synthetic_student_1,-0.8994572050133773,3,True,29.7,0,0,0.76,2025-11-23 22:41:40.345500
synthetic_student_1,-0.6288961847113659,2,True,25.57,0,0,0.95,2025-12-27 22:41:40.345516
synthetic_student_1,-1.2975133026594028,4,True,31.37,1,0,0.93,2025-12-02 22:41:40.345533
synthetic_student_1,-1.5240931661345067,2,True,24.83,1,0,0.78,2025-11-16 22:41:40.345549
synthetic_student_1,1.065512633691037,3,False,39.95,0,0,0.57,2025-11-09 22:41:40.345566
synthetic_student_1,-0.6028964835463007,5,True,36.6,1,0,0.86,2025-11-14 22:41:40.345582
synthetic_student_1,-0.36210360490695415,5,False,26.51,0,0,0.48,2025-12-29 22:41:40.345598
synthetic_student_1,-1.2258433166924423,2,True,33.28,0,0,0.93,2025-11-06 22:41:40.345616
synthetic_student_1,1.7964270164085523,8,False,34.46,2,0,0.7,2025-11-15 22:41:40.345632
synthetic_student_1,0.13206500032268043,6,False,32.41,0,0,0.65,2025-10-22 22:41:40.345649
synthetic_student_1,0.5308440148819908,1,False,32.71,1,0,0.7,2025-12-16 22:41:40.345666
synthetic_student_1,-1.8273359984304678,5,True,36.51,0,0,0.82,2026-01-10 22:41:40.345683
synthetic_student_1,0.5915275298383942,2,False,30.72,0,0,0.51,2025-11-12 22:41:40.345701
synthetic_student_1,0.41951748601771754,6,False,36.36,0,0,0.31,2025-12-04 22:41:40.345717
synthetic_student_1,-0.7774363826048445,3,True,27.18,0,0,0.71,2025-12-30 22:41:40.345732
synthetic_student_1,1.028336905201157,9,False,33.97,0,0,0.7,2025-12-26 22:41:40.345751
synthetic_student_1,0.016388373271024825,6,False,29.5,0,0,0.41,2026-01-03 22:41:40.345767
synthetic_student_1,0.6502653095221351,5,False,30.39,0,0,0.33,2025-11-25 22:41:40.345782
synthetic_student_1,-1.1589266159997225,7,True,22.88,0,0,0.76,2025-10-30 22:41:40.345798
synthetic_student_1,-1.4639211423668947,6,False,27.64,0,0,0.44,2025-10-23 22:41:40.345814
synthetic_student_1,0.1880084017789394,4,True,23.51,1,0,0.92,2025-11-06 22:41:40.345830
synthetic_student_1,1.5814627279220694,3,False,35.56,1,0,0.52,2025-11-03 22:41:40.345846
synthetic_student_1,-0.11807567528968033,1,False,34.19,0,0,0.57,2025-11-13 22:41:40.345861
synthetic_student_1,-1.3617174748466327,4,False,26.17,0,0,0.46,2025-12-26 22:41:40.345939
synthetic_student_1,1.259218115304435,5,False,39.19,0,0,0.34,2025-12-19 22:41:40.345960
synthetic_student_1,-0.7813149962859098,8,False,27.93,0,0,0.51,2026-01-15 22:41:40.345976
synthetic_student_1,1.1296754974811591,1,False,44.14,0,0,0.56,2025-10-27 22:41:40.345991
synthetic_student_1,1.457291737563585,9,False,40.13,3,0,0.42,2025-11-07 22:41:40.346006
synthetic_student_1,-1.640256675653068,3,True,27.16,1,0,0.77,2025-12-26 22:41:40.346021
synthetic_student_1,1.5393657358136235,10,False,40.41,0,0,0.5,2025-12-05 22:41:40.346037
synthetic_student_1,-0.39200697024511877,7,False,32.41,0,0,0.39,2025-10-25 22:41:40.346052
synthetic_student_1,-0.6440356736803263,1,False,24.75,1,0,0.35,2025-11-12 22:41:40.346067
synthetic_student_1,-0.7823774886120747,9,False,36.16,0,0,0.54,2025-11-12 22:41:40.346082
synthetic_student_1,-0.658741457095076,10,True,37.99,0,1,0.75,2025-12-25 22:41:40.346098
synthetic_student_1,1.0881838872572236,5,True,28.61,0,1,0.9,2025-11-26 22:41:40.346114
synthetic_student_1,0.747290717271837,5,False,33.77,1,0,0.59,2025-11-21 22:41:40.346134
synthetic_student_1,-0.17676407388182147,3,True,36.57,0,0,0.7,2025-12-04 22:41:40.346150
synthetic_student_1,0.4667615749670526,1,False,32.16,0,0,0.34,2025-12-23 22:41:40.346166
synthetic_student_1,1.068353037884454,6,False,37.12,0,0,0.32,2025-12-23 22:41:40.346181
synthetic_student_1,-0.2703341998143416,9,False,31.08,3,0,0.47,2025-12-31 22:41:40.346197
synthetic_student_1,-1.6255619870749825,2,True,23.93,0,0,0.78,2025-11-14 22:41:40.346212
synthetic_student_1,1.9406697410617548,3,True,38.67,3,0,0.81,2025-11-09 22:41:40.346228
synthetic_student_1,-1.2744898355171497,1,True,34.29,2,0,0.74,2025-11-18 22:41:40.346243
synthetic_student_1,-0.26973823791453233,4,False,31.95,0,0,0.52,2025-11-19 22:41:40.346259
synthetic_student_1,-0.029769953560919493,7,True,30.12,0,0,0.73,2025-12-18 22:41:40.346275
synthetic_student_1,-1.1447982217413726,6,False,22.99,0,0,0.3,2025-11-10 22:41:40.346290
synthetic_student_1,-0.1526387242463394,1,True,36.73,0,0,0.92,2025-12-26 22:41:40.346306
synthetic_student_1,-0.10104893588502506,3,True,20.16,0,0,0.76,2026-01-05 22:41:40.346321
synthetic_student_1,1.7325329810900403,6,False,30.72,1,0,0.46,2025-11-05 22:41:40.346337
synthetic_student_1,1.956308073883958,6,False,41.28,0,0,0.64,2025-11-10 22:41:40.346353
synthetic_student_1,0.22531970715468086,1,False,28.94,2,0,0.56,2026-01-11 22:41:40.346371
synthetic_student_1,0.9787213199364855,7,False,27.81,0,1,0.42,2025-12-21 22:41:40.346386
synthetic_student_1,-1.9035316718354083,2,True,30.49,0,0,0.76,2025-12-11 22:41:40.346402
synthetic_student_1,-0.08200627299330465,6,True,35.73,0,0,0.87,2025-12-28 22:41:40.346419
synthetic_student_1,1.3315866465995345,2,False,29.43,2,0,0.45,2025-12-05 22:41:40.346438
synthetic_student_1,-1.213210377808915,6,False,30.89,1,0,0.31,2026-01-04 22:41:40.346454
synthetic_student_1,0.5807861542207369,7,False,38.12,2,0,0.32,2026-01-14 22:41:40.346469
synthetic_student_1,0.5764605096279651,5,False,29.55,0,0,0.57,2026-01-19 22:41:40.346485
synthetic_student_1,-1.124419407602931,8,True,29.97,0,0,0.98,2025-11-07 22:41:40.346501
synthetic_student_1,1.1536958062368692,7,False,40.19,5,0,0.68,2025-12-16 22:41:40.346517
synthetic_student_1,0.6711043091423905,1,False,32.32,0,0,0.44,2025-12-01 22:41:40.346533
synthetic_student_1,-1.5896277663375602,1,True,23.32,0,0,0.75,2026-01-16 22:41:40.346549
synthetic_student_1,-1.443641171871429,10,True,18.08,0,0,0.77,2025-11-17 22:41:40.346564
synthetic_student_1,-0.062418129283301926,8,False,34.29,0,0,0.48,2025-12-21 22:41:40.346580
synthetic_student_1,0.7639344752905508,3,True,36.69,2,0,1.0,2025-12-05 22:41:40.346597
synthetic_student_1,-1.479724884932026,10,False,24.91,0,0,0.4,2025-11-08 22:41:40.346612
synthetic_student_1,0.0298933725162569,7,False,34.52,0,0,0.63,2026-01-13 22:41:40.346629
synthetic_student_1,-0.9607901116138984,6,False,31.1,2,0,0.47,2026-01-04 22:41:40.346645
synthetic_student_1,1.2213543016225024,7,True,37.71,0,0,0.71,2025-11-14 22:41:40.346662
synthetic_student_1,-0.19981244129881093,4,True,26.06,0,0,0.72,2026-01-04 22:41:40.346678
synthetic_student_1,0.12063329786015808,5,False,37.07,1,0,0.59,2025-11-11 22:41:40.346694
synthetic_student_1,-0.018403518695960575,3,False,39.36,3,1,0.36,2026-01-08 22:41:40.346710
synthetic_student_1,1.8478453450204477,1,True,45.29,1,0,0.81,2025-12-05 22:41:40.346726
synthetic_student_1,1.57668042474014,3,False,22.15,0,0,0.36,2026-01-03 22:41:40.346741
synthetic_student_1,-1.208976022062826,7,True,27.05,0,0,0.8,2025-12-23 22:41:40.346763
synthetic_student_1,1.5374883580887118,10,False,29.11,0,0,0.54,2025-12-07 22:41:40.346780
synthetic_student_1,-0.34417222457575125,4,False,31.12,1,0,0.56,2026-01-04 22:41:40.346796
synthetic_student_1,1.034913515940541,4,False,36.0,1,0,0.65,2025-11-12 22:41:40.346812
synthetic_student_1,-0.5066103434005429,3,False,24.21,1,0,0.62,2025-11-29 22:41:40.346828
synthetic_student_1,-0.15549153103231372,2,False,26.77,1,0,0.45,2025-12-07 22:41:40.346844
synthetic_student_1,0.9647098436869035,6,True,37.88,1,0,0.99,2026-01-14 22:41:40.346860
synthetic_student_1,-1.442058866930671,2,True,28.5,1,0,0.75,2025-11-30 22:41:40.346876
synthetic_student_1,1.502450106057326,5,False,30.38,0,0,0.52,2025-12-18 22:41:40.346892
synthetic_student_1,-1.1907512300397673,6,False,27.63,0,0,0.5,2025-12-09 22:41:40.346910
synthetic_student_1,1.9126279986426833,10,False,43.55,0,0,0.54,2025-11-05 22:41:40.347243
synthetic_student_1,-1.6790712022036702,5,True,30.53,0,0,0.75,2025-10-22 22:41:40.347277
synthetic_student_1,1.9037400394650863,5,False,45.53,0,0,0.51,2025-11-08 22:41:40.347294
synthetic_student_1,0.6379271281772563,4,False,35.31,0,0,0.59,2026-01-06 22:41:40.347547
synthetic_student_1,1.1260442136239708,10,True,32.4,1,0,0.92,2025-12-08 22:41:40.347600
synthetic_student_1,0.6943522103317612,4,False,35.09,0,0,0.35,2025-11-26 22:41:40.347668
synthetic_student_1,-1.7172664838230824,4,False,33.01,0,0,0.34,2025-12-11 22:41:40.347694
synthetic_student_1,-1.5148316612182664,10,True,24.13,0,0,0.75,2026-01-13 22:41:40.347713
synthetic_student_1,-1.0824900196879619,6,False,24.11,0,0,0.53,2025-12-15 22:41:40.347730
synthetic_student_1,-0.33007509914374555,2,False,21.85,0,0,0.6,2025-12-17 22:41:40.347753
synthetic_student_1,-1.2653048893238021,7,True,30.93,0,0,0.7,2025-12-21 22:41:40.347769
synthetic_student_2,1.6804060213111787,6,False,47.93,1,0,0.46,2025-11-17 22:41:40.347849
synthetic_student_2,0.7441175166623091,4,False,45.0,0,0,0.32,2025-12-17 22:41:40.347897
synthetic_student_2,-1.8719124758569854,8,True,25.73,0,0,0.83,2026-01-08 22:41:40.347916
synthetic_student_2,-0.5212589299833299,1,False,28.35,0,0,0.58,2026-01-06 22:41:40.347933
synthetic_student_2,0.2673728758108065,9,False,40.88,1,1,0.52,2025-11-16 22:41:40.347950
synthetic_student_2,0.15992825226326302,3,False,36.67,1,0,0.42,2025-11-18 22:41:40.347966
synthetic_student_2,-1.2401951678703673,9,True,31.92,0,0,0.81,2025-11-01 22:41:40.347983
synthetic_student_2,-1.2636673004900598,9,False,19.19,0,1,0.33,2025-11-26 22:41:40.347998
synthetic_student_2,0.7547235920110942,7,False,28.88,0,0,0.61,2025-10-29 22:41:40.348013
synthetic_student_2,1.9499091591530053,6,False,42.59,0,0,0.52,2026-01-15 22:41:40.348029
synthetic_student_2,1.1251441585732098,9,False,27.41,0,0,0.67,2025-12-09 22:41:40.348044
synthetic_student_2,-0.937795879467235,7,False,24.2,0,0,0.35,2025-11-22 22:41:40.348059
synthetic_student_2,-0.4436621392955278,3,True,29.22,1,0,0.86,2025-12-08 22:41:40.348075
synthetic_student_2,-1.7907923435247657,7,True,12.76,0,0,0.96,2025-12-10 22:41:40.348091
synthetic_student_2,-1.7122640077492646,7,True,27.59,0,0,0.99,2026-01-05 22:41:40.348118
synthetic_student_2,1.2761154904679746,1,False,36.76,1,0,0.36,2026-01-11 22:41:40.348139
synthetic_student_2,1.814666198968796,5,False,43.57,0,0,0.3,2025-12-16 22:41:40.348155
synthetic_student_2,0.6669174035881449,4,True,40.58,0,0,0.76,2025-12-17 22:41:40.348171
synthetic_student_2,0.48858779415341713,5,False,36.66,1,0,0.45,2025-11-01 22:41:40.348190
synthetic_student_2,-0.5873640521819268,7,False,26.23,1,0,0.39,2026-01-14 22:41:40.348210
synthetic_student_2,0.18239715998909833,2,False,32.3,0,0,0.44,2026-01-14 22:41:40.348226
synthetic_student_2,-1.3495576353975105,2,True,26.5,0,1,0.87,2025-11-14 22:41:40.348241
synthetic_student_2,-0.9238004153081163,8,True,29.22,0,0,0.84,2025-11-11 22:41:40.348256
synthetic_student_2,-0.6592668868697045,2,False,21.73,1,0,0.67,2025-12-16 22:41:40.348271
synthetic_student_2,-0.8823814364268143,10,True,33.52,2,0,0.81,2025-10-29 22:41:40.348286
synthetic_student_2,-1.6608258308735393,5,True,26.64,0,0,0.74,2025-11-25 22:41:40.348301
synthetic_student_2,0.5797757203309466,7,True,39.34,0,0,0.75,2026-01-16 22:41:40.348443
synthetic_student_2,-1.7827528404838557,7,True,29.72,0,0,0.9,2025-12-24 22:41:40.348519
synthetic_student_2,0.9632140533461366,8,True,30.13,0,1,0.8,2025-10-28 22:41:40.348615
synthetic_student_2,1.669049062650927,5,True,38.51,0,1,0.74,2026-01-04 22:41:40.348635
synthetic_student_2,0.007132656773345847,1,True,36.36,0,0,0.86,2025-11-13 22:41:40.348649
synthetic_student_2,0.126607617551576,5,True,27.95,2,0,0.78,2025-11-22 22:41:40.348664
synthetic_student_2,-0.8075860074042578,2,False,27.2,2,1,0.61,2025-12-20 22:41:40.348679
synthetic_student_2,-0.6144018281623205,3,True,30.18,1,0,0.72,2025-12-24 22:41:40.348707
synthetic_student_2,-0.4049124518924154,5,False,33.89,0,0,0.43,2025-12-15 22:41:40.348723
synthetic_student_2,-1.769933659201051,9,True,25.33,0,0,0.97,2025-12-15 22:41:40.348738
synthetic_student_2,0.922503736806433,10,False,30.46,0,0,0.41,2025-11-26 22:41:40.348752
synthetic_student_2,0.6978081264065068,2,False,32.44,0,0,0.64,2025-12-06 22:41:40.348771
synthetic_student_2,-0.24265300267987344,9,True,32.01,1,1,0.79,2025-11-20 22:41:40.348790
synthetic_student_2,1.5179925724124597,10,False,34.18,1,0,0.33,2026-01-17 22:41:40.348805
synthetic_student_2,0.24516952705307737,5,False,33.92,0,0,0.49,2025-11-16 22:41:40.348820
synthetic_student_2,1.5025600387189493,9,False,45.23,2,0,0.62,2025-12-04 22:41:40.348834
synthetic_student_2,-1.1212154553507476,10,True,26.75,1,0,0.93,2025-12-10 22:41:40.348849
synthetic_student_2,0.07237519858980912,4,False,33.99,1,0,0.46,2025-12-05 22:41:40.348866
synthetic_student_2,0.15558205202802133,5,False,29.67,0,0,0.32,2026-01-17 22:41:40.348882
synthetic_student_2,-0.6477281809815851,5,True,25.45,1,0,0.77,2026-01-07 22:41:40.348896
synthetic_student_2,-0.909182837649178,6,True,33.58,0,0,0.82,2025-12-21 22:41:40.348911
synthetic_student_2,1.1142205468390665,4,False,45.13,0,1,0.57,2025-11-15 22:41:40.348930
synthetic_student_2,-1.9881194171403451,6,False,19.04,0,0,0.48,2025-11-16 22:41:40.348946
synthetic_student_2,-0.8949307360423124,6,True,34.12,1,1,0.92,2025-12-28 22:41:40.348960
synthetic_student_2,-1.1203334284462718,4,True,27.69,0,0,0.81,2026-01-07 22:41:40.348975
synthetic_student_2,-0.8202561249344464,8,True,25.95,0,0,0.78,2025-12-07 22:41:40.348991
